Algorithm,Score,Extra Training Data,Paper title,Date,Game
Agent57,580328.14,False,,2020-03-30,qbert
QR-DQN-1,572510,False,,2017-10-27,qbert
R2D2,408850.0,False,,2019-05-01,qbert
IMPALA (deep),351200.12,False,,2018-02-05,qbert
Ape-X,302391.3,False,,2018-03-02,qbert
A2C + SIL,104975.6,False,,2018-06-14,qbert
MuZero (Res2 Adam),94906.25,False,,2021-04-13,qbert
MuZero,72276.00,False,,2019-11-19,qbert
DreamerV2,42653,False,,2020-10-05,qbert
NoisyNet-Dueling,27121,False,,2017-06-30,qbert
IQN,25750,False,,2018-06-14,qbert
C51 noop,23784,False,,2017-07-21,qbert
A3C LSTM hs,21307.5,False,,2016-02-04,qbert
Duel noop,19220.3,False,,2015-11-20,qbert
Prior+Duel noop,18760.3,False,,2015-11-20,qbert
UCT,17343.4,False,,2012-07-19,qbert
Prior noop,16256.5,False,,2015-11-18,qbert
MP-EB,15805,False,,2015-07-03,qbert
POP3D,15396.67,False,,2018-07-02,qbert
A3C FF hs,15148.8,False,,2016-02-04,qbert
Bootstrapped DQN,15092.7,False,,2016-02-15,qbert
DDQN (tuned) noop,15088.5,False,,2015-11-20,qbert
VPN,14517,False,,2017-07-11,qbert
Rational DQN Average,14436,False,,2021-02-18,qbert
Advantage Learning,14368.03,False,,2015-12-15,qbert
Duel hs,14175.8,False,,2015-11-20,qbert
MFEC,14135,False,,2020-08-21,qbert
Recurrent Rational DQN Average,14080,False,,2021-02-18,qbert
Prior+Duel hs,14063,False,,2015-09-22,qbert
A3C FF (1 day) hs,13752.3,False,,2016-02-04,qbert
DQN noop,13117.3,False,,2015-09-22,qbert
DDQN (tuned) hs,11020.8,False,,2015-09-22,qbert
Nature DQN,10596,False,,,qbert
Prior hs,9944,False,,2015-11-18,qbert
DQN hs,9271.5,False,,2015-09-22,qbert
Gorila,7089.8,False,,2015-07-15,qbert
DDQN+Pop-Art noop,5236.8,False,,2016-02-24,qbert
DQN Best,4500,False,,2013-12-19,qbert
Qbert Rainbow+SEER,4123.5,False,,2021-03-04,qbert
Sarsa-φ-EB,4111.8,False,,2017-06-25,qbert
Sarsa-ε,3895.3,False,,2017-06-25,qbert
IDVQ + DRSC + XNES,1250,False,,2018-06-04,qbert
CURL,1225.6,False,,2020-04-08,qbert
SARSA,960.3,False,,,qbert
CGP,770,False,,2018-06-14,qbert
Best Learner,613.5,False,,2012-07-19,qbert
SAC,280.5,False,,2019-10-16,qbert
MAC,243.4,False,,2017-09-01,qbert
ES FF (1 hour) noop,147.5,False,,2017-03-10,qbert
MuZero,157177.85,False,,2019-11-19,name this game
MuZero (Res2 Adam),101197.71,False,,2021-04-13,name this game
R2D2,58182.7,False,,2019-05-01,name this game
Agent57,54386.77,False,,2020-03-30,name this game
Ape-X,25783.3,False,,2018-03-02,name this game
IQN,22682,False,,2018-06-14,name this game
QR-DQN-1,21890,False,,2017-10-27,name this game
IMPALA (deep),21537.20,False,,2018-02-05,name this game
DDQN+Pop-Art noop,15851.2,False,,2016-02-24,name this game
Prior+Duel noop,15572.5,False,,2015-11-20,name this game
UCT,15410,False,,2012-07-19,name this game
A2C + SIL,14958.2,False,,2018-06-14,name this game
Prior+Duel hs,13637.9,False,,2015-09-22,name this game
C51 noop,12542.0,False,,2017-07-21,name this game
DreamerV2,12378,False,,2020-10-05,name this game
Prior noop,12270.5,False,,2015-11-18,name this game
NoisyNet-Dueling,12211,False,,2017-06-30,name this game
A3C LSTM hs,12093.7,False,,2016-02-04,name this game
Duel noop,11971.1,False,,2015-11-20,name this game
Bootstrapped DQN,11501.1,False,,2016-02-15,name this game
Duel hs,11185.1,False,,2015-11-20,name this game
Advantage Learning,11025.26,False,,2015-12-15,name this game
DDQN (tuned) noop,10616.0,False,,2015-11-20,name this game
Prior hs,10497.6,False,,2015-11-18,name this game
A3C FF hs,10476.1,False,,2016-02-04,name this game
Persistent AL,10431.33,False,,2015-12-15,name this game
Gorila,9238.5,False,,2015-07-15,name this game
DDQN (tuned) hs,8960.3,False,,2015-09-22,name this game
DQN noop,8207.8,False,,2015-09-22,name this game
Nature DQN,7257.0,False,,,name this game
DQN hs,6738.8,False,,2015-09-22,name this game
POP3D,6065.63,False,,2018-07-02,name this game
A3C FF (1 day) hs,5614.0,False,,2016-02-04,name this game
ES FF (1 hour) noop,4503.0,False,,2017-03-10,name this game
CGP,3696,False,,2018-06-14,name this game
Best Learner,2500.1,False,,2012-07-19,name this game
SARSA,2247.0,False,,,name this game
IDVQ + DRSC + XNES,920,False,,2018-06-04,name this game
MuZero,454993.53,False,,2019-11-19,beam rider
MuZero (Res2 Adam),333077.44,False,,2021-04-13,beam rider
Agent57,300509.8,False,,2020-03-30,beam rider
R2D2,188257.4,False,,2019-05-01,beam rider
Ape-X,63305.2,False,,2018-03-02,beam rider
IQN,42776,False,,2018-06-14,beam rider
Prior+Duel hs,37412.2,False,,2015-09-22,beam rider
QR-DQN-1,34821,False,,2017-10-27,beam rider
IMPALA (deep),32463.47,False,,2018-02-05,beam rider
Prior hs,31181.3,False,,2015-11-18,beam rider
Prior+Duel noop,30276.5,False,,2015-11-20,beam rider
A3C LSTM hs,24622.2,False,,2016-02-04,beam rider
Bootstrapped DQN,23429.8,False,,2016-02-15,beam rider
Prior noop,23384.2,False,,2015-11-18,beam rider
NoisyNet-Dueling,23134,False,,2017-06-30,beam rider
A3C FF hs,22707.9,False,,2016-02-04,beam rider
DDQN (tuned) hs,17417.2,False,,2015-09-22,beam rider
DDRL A3C,14900,False,,2018-01-09,beam rider
Duel hs,14591.3,False,,2015-11-20,beam rider
C51 noop,14074.0,False,,2017-07-21,beam rider
DDQN (tuned) noop,13772.8,False,,2015-11-20,beam rider
A3C FF (1 day) hs,13235.9,False,,2016-02-04,beam rider
Persistent AL,13145.34,False,,2015-12-15,beam rider
Duel noop,12164.0,False,,2015-11-20,beam rider
Reactor 500M,11033.4,False,,2017-04-15,beam rider
DreamerV2,10193,False,,2020-10-05,beam rider
Advantage Learning,10054.58,False,,2015-12-15,beam rider
DQN hs,9743.2,False,,2015-09-22,beam rider
DQN noop,8627.5,False,,2015-09-22,beam rider
DDQN+Pop-Art noop,8299.4,False,,2016-02-24,beam rider
Nature DQN,6846.0,False,,,beam rider
UCT,6624.6,False,,2012-07-19,beam rider
MAC,6072,False,,2017-09-01,beam rider
RIMs-PPO,5320,False,,,beam rider
DQN Best,5184,False,,2013-12-19,beam rider
POP3D,4549,False,,2018-07-02,beam rider
Gorila,3822.1,False,,2015-07-15,beam rider
A2C + SIL,2366.2,False,,2018-06-14,beam rider
SARSA,1743.0,False,,,beam rider
CGP,1341.6,False,,2018-06-14,beam rider
Best Learner,929.4,False,,2012-07-19,beam rider
ES FF (1 hour) noop,744.0,False,,2017-03-10,beam rider
SAC,432.1,False,,2019-10-16,beam rider
MuZero,130345.58,False,,2019-11-19,gopher
R2D2,124776.3,False,,2019-05-01,gopher
MuZero (Res2 Adam),122882.5,False,,2021-04-13,gopher
Ape-X,120500.9,False,,2018-03-02,gopher
IQN,118365,False,,2018-06-14,gopher
Agent57,117777.08,False,,2020-03-30,gopher
QR-DQN-1,113585,False,,2017-10-27,gopher
Prior+Duel hs,105148.4,False,,2015-09-22,gopher
Prior+Duel noop,104368.2,False,,2015-11-20,gopher
IMPALA (deep),66782.30,False,,2018-02-05,gopher
DDQN+Pop-Art noop,56218.2,False,,2016-02-24,gopher
NoisyNet-Dueling,38909,False,,2017-06-30,gopher
Prior hs,34858.8,False,,2015-11-18,gopher
C51 noop,33641.0,False,,2017-07-21,gopher
Prior noop,32487.2,False,,2015-11-18,gopher
DreamerV2,30535,False,,2020-10-05,gopher
A2C + SIL,23304.2,False,,2018-06-14,gopher
UCT,20560,False,,2012-07-19,gopher
Duel hs,20051.4,False,,2015-11-20,gopher
Bootstrapped DQN,17438.4,False,,2016-02-15,gopher
A3C LSTM hs,17106.8,False,,2016-02-04,gopher
Duel noop,15718.4,False,,2015-11-20,gopher
DDQN (tuned) hs,15253.0,False,,2015-09-22,gopher
DDQN (tuned) noop,14840.8,False,,2015-11-20,gopher
Advantage Learning,11912.68,False,,2015-12-15,gopher
Persistent AL,10611.81,False,,2015-12-15,gopher
A3C FF hs,10022.8,False,,2016-02-04,gopher
DQN noop,8777.4,False,,2015-09-22,gopher
Nature DQN,8520.0,False,,,gopher
A3C FF (1 day) hs,8442.8,False,,2016-02-04,gopher
DQN hs,8190.4,False,,2015-09-22,gopher
POP3D,6207,False,,2018-07-02,gopher
DARQN soft,5356,False,,2015-12-05,gopher
Gorila,4373.0,False,,2015-07-15,gopher
SARSA,2368.0,False,,,gopher
CGP,1696,False,,2018-06-14,gopher
Best Learner,1288.3,False,,2012-07-19,gopher
CURL,801.4,False,,2020-04-08,gopher
ES FF (1 hour) noop,582.0,False,,2017-03-10,gopher
R2D2,999383.2,False,,2019-05-01,video pinball
Agent57,992340.74,False,,2020-03-30,video pinball
MuZero,981791.88,False,,2019-11-19,video pinball
C51 noop,949604.0,False,,2017-07-21,video pinball
NoisyNet-Dueling,870954,False,,2017-06-30,video pinball
MuZero (Res2 Adam),865543.44,False,,2021-04-13,video pinball
Bootstrapped DQN,811610,False,,2016-02-15,video pinball
QR-DQN-1,705662,False,,2017-10-27,video pinball
IQN,698045,False,,2018-06-14,video pinball
IMPALA (deep),572898.27,False,,2018-02-05,video pinball
Ape-X,565163.2,False,,2018-03-02,video pinball
Advantage Learning,543504,False,,2015-12-15,video pinball
Prior+Duel noop,479197.0,False,,2015-11-20,video pinball
A3C LSTM hs,470310.5,False,,2016-02-04,video pinball
A2C + SIL,461522.4,False,,2018-06-14,video pinball
Prior+Duel hs,447408.6,False,,2015-09-22,video pinball
DDQN (tuned) hs,367823.7,False,,2015-09-22,video pinball
A3C FF hs,331628.1,False,,2016-02-04,video pinball
DDQN (tuned) noop,309941.9,False,,2015-11-20,video pinball
Prior hs,295972.8,False,,2015-11-18,video pinball
Prior noop,282007.3,False,,2015-11-18,video pinball
UCT,254748,False,,2012-07-19,video pinball
DQN noop,196760.4,False,,2015-09-22,video pinball
A3C FF (1 day) hs,185852.6,False,,2016-02-04,video pinball
DQN hs,154414.1,False,,2015-09-22,video pinball
Rational DQN Average,149712,False,,2021-02-18,video pinball
Gorila,112093.4,False,,2015-07-15,video pinball
Duel hs,110976.2,False,,2015-11-20,video pinball
Duel noop,98209.5,False,,2015-11-20,video pinball
Recurrent Rational DQN Average,86942,False,,2021-02-18,video pinball
DDQN+Pop-Art noop,56287.0,False,,2016-02-24,video pinball
Nature DQN,42684.0,False,,,video pinball
POP3D,37780.7,False,,2018-07-02,video pinball
CGP,33752.4,False,,2018-06-14,video pinball
ES FF (1 hour) noop,22834.8,False,,2017-03-10,video pinball
SARSA,19761.0,False,,,video pinball
Best Learner,16871.3,False,,2012-07-19,video pinball
DreamerV2,4386,False,,2020-10-05,video pinball
UCT,24,False,,2012-07-19,double dunk
MuZero,23.94,False,,2019-11-19,double dunk
Agent57,23.93,False,,2020-03-30,double dunk
MuZero (Res2 Adam),23.91,False,,2021-04-13,double dunk
R2D2,23.7,False,,2019-05-01,double dunk
Ape-X,23.5,False,,2018-03-02,double dunk
Reactor 500M,23.0,False,,2017-04-15,double dunk
DreamerV2,22,False,,2020-10-05,double dunk
QR-DQN-1,21.9,False,,2017-10-27,double dunk
A2C + SIL,21.5,False,,2018-06-14,double dunk
Prior noop,18.5,False,,2015-11-18,double dunk
Prior hs,16.0,False,,2015-11-18,double dunk
IQN,5.6,False,,2018-06-14,double dunk
Bootstrapped DQN,3,False,,2016-02-15,double dunk
C51 noop,2.5,False,,2017-07-21,double dunk
CGP,2,False,,2018-06-14,double dunk
NoisyNet-Dueling,1,False,,2017-06-30,double dunk
ES FF (1 hour) noop,0.2,False,,2017-03-10,double dunk
Duel noop,0.1,False,,2015-11-20,double dunk
A3C FF (1 day) hs,0.1,False,,2016-02-04,double dunk
A3C LSTM hs,0.1,False,,2016-02-04,double dunk
SARSA,-16.0,False,,,double dunk
Nature DQN,-18.1,False,,,double dunk
Gorila,-11.3,False,,2015-07-15,double dunk
DQN hs,-6.0,False,,2015-09-22,double dunk
DQN noop,-6.6,False,,2015-09-22,double dunk
Duel hs,-0.8,False,,2015-11-20,double dunk
DDQN (tuned) noop,-5.5,False,,2015-11-20,double dunk
DDQN (tuned) hs,-0.3,False,,2015-09-22,double dunk
Prior+Duel hs,-10.7,False,,2015-09-22,double dunk
DDQN+Pop-Art noop,-11.5,False,,2016-02-24,double dunk
Prior+Duel noop,-12.5,False,,2015-11-20,double dunk
A3C FF hs,-0.1,False,,2016-02-04,double dunk
IMPALA (deep),-0.33,False,,2018-02-05,double dunk
Advantage Learning,-0.15,False,,2015-12-15,double dunk
Persistent AL,-2.51,False,,2015-12-15,double dunk
POP3D,-7.89,False,,2018-07-02,double dunk
Best Learner,-13.1,False,,2012-07-19,double dunk
MuZero,131.13,False,,2019-11-19,robotank
Agent57,127.32,False,,2020-03-30,robotank
MuZero (Res2 Adam),100.59,False,,2021-04-13,robotank
R2D2,100.4,False,,2019-05-01,robotank
FQF,75.7,False,,2019-11-05,robotank
Ape-X,73.8,False,,2018-03-02,robotank
Advantage Learning,69.31,False,,2015-12-15,robotank
Bootstrapped DQN,66.6,False,,2016-02-15,robotank
Duel noop,65.3,False,,2015-11-20,robotank
DDQN (tuned) noop,65.1,False,,2015-11-20,robotank
DDQN+Pop-Art noop,64.3,False,,2016-02-24,robotank
NoisyNet-Dueling,64,False,,2017-06-30,robotank
DQN noop,63.9,False,,2015-09-22,robotank
Prior noop,62.6,False,,2015-11-18,robotank
IQN,62.5,False,,2018-06-14,robotank
Duel hs,62.0,False,,2015-11-20,robotank
Gorila,61.8,False,,2015-07-15,robotank
QR-DQN-1,59.4,False,,2017-10-27,robotank
DDQN (tuned) hs,59.1,False,,2015-09-22,robotank
DQN hs,58.7,False,,2015-09-22,robotank
Prior hs,56.2,False,,2015-11-18,robotank
DreamerV2,56,False,,2020-10-05,robotank
C51 noop,52.3,False,,2017-07-21,robotank
Nature DQN,51.6,False,,,robotank
UCT,50.4,False,,2012-07-19,robotank
A3C FF hs,32.8,False,,2016-02-04,robotank
Best Learner,28.7,False,,2012-07-19,robotank
Prior+Duel noop,27.5,False,,2015-11-20,robotank
Prior+Duel hs,24.7,False,,2015-09-22,robotank
CGP,24.2,False,,2018-06-14,robotank
IMPALA (deep),12.96,False,,2018-02-05,robotank
SARSA,12.4,False,,,robotank
ES FF (1 hour) noop,11.9,False,,2017-03-10,robotank
A2C + SIL,10.5,False,,2018-06-14,robotank
POP3D,4.6,False,,2018-07-02,robotank
A3C LSTM hs,2.6,False,,2016-02-04,robotank
A3C FF (1 day) hs,2.3,False,,2016-02-04,robotank
Agent57,114736.26,False,,2020-03-30,hero
MuZero,49244.11,False,,2019-11-19,hero
R2D2,39537.1,False,,2019-05-01,hero
C51 noop,38874,False,,2017-07-21,hero
MuZero (Res2 Adam),37234.31,False,,2021-04-13,hero
IMPALA (deep),33730.55,False,,2018-02-05,hero
A2C + SIL,33156.7,False,,2018-06-14,hero
A3C FF hs,32464.1,False,,2016-02-04,hero
Ape-X,31655.9,False,,2018-03-02,hero
NoisyNet-Dueling,31533,False,,2017-06-30,hero
FQF,30926.2,False,,2019-11-05,hero
A3C LSTM hs,28889.5,False,,2016-02-04,hero
A3C FF (1 day) hs,28765.8,False,,2016-02-04,hero
IQN,28386,False,,2018-06-14,hero
Advantage Learning,24788.86,False,,2015-12-15,hero
Persistent AL,24175.79,False,,2015-12-15,hero
Prior noop,23037.7,False,,2015-11-18,hero
DreamerV2,22744,False,,2020-10-05,hero
QR-DQN-1,21395,False,,2017-10-27,hero
Prior+Duel noop,21036.5,False,,2015-11-20,hero
Bootstrapped DQN,21021.3,False,,2016-02-15,hero
Prior hs,20889.9,False,,2015-11-18,hero
Duel noop,20818.2,False,,2015-11-20,hero
DQN noop,20437.8,False,,2015-09-22,hero
DDQN (tuned) noop,20130.2,False,,2015-11-20,hero
Nature DQN,19950,False,,,hero
Prior+Duel hs,15459.2,False,,2015-09-22,hero
Duel hs,15207.9,False,,2015-11-20,hero
DQN hs,14992.9,False,,2015-09-22,hero
DDQN (tuned) hs,14892.5,False,,2015-09-22,hero
DDQN+Pop-Art noop,14225.2,False,,2016-02-24,hero
UCT,12859.5,False,,2012-07-19,hero
MFEC,11732,False,,2020-08-21,hero
Gorila,8963.4,False,,2015-07-15,hero
SARSA,7295,False,,,hero
Best linear,6459,False,,2012-07-19,hero
Best Learner,6458.8,False,,2012-07-19,hero
CURL,6235.1,False,,2020-04-08,hero
CGP,2974,False,,2018-06-14,hero
Go-Explore,107363,False,,2019-01-30,pitfall
Agent57,18756.01,False,,2020-03-30,pitfall
Go-Explore,6954,False,,2020-04-27,pitfall
IQN,0,False,,2018-06-14,pitfall
MuZero,0.00,False,,2019-11-19,pitfall
R2D2,0.0,False,,2019-05-01,pitfall
CGP,0,False,,2018-06-14,pitfall
NoisyNet-Dueling,0,False,,2017-06-30,pitfall
POP3D,0,False,,2018-07-02,pitfall
Advantage Learning,0,False,,2015-12-15,pitfall
QR-DQN-1,0,False,,2017-10-27,pitfall
DreamerV2,0,False,,2020-10-05,pitfall
MuZero (Res2 Adam),0,False,,2021-04-13,pitfall
RND,-3,False,,2018-10-30,pitfall
Ape-X,-0.6,False,,2018-03-02,pitfall
IMPALA (deep),-1.66,False,,2018-02-05,pitfall
MuZero,864.00,False,,2019-11-19,breakout
Bootstrapped DQN,855,False,,2016-02-15,breakout
FQF,854.2,False,,2019-11-05,breakout
R2D2,837.7,False,,2019-05-01,breakout
Ape-X,800.9,False,,2018-03-02,breakout
Agent57,790.4,False,,2020-03-30,breakout
IMPALA (deep),787.34,False,,2018-02-05,breakout
A3C LSTM hs,766.8,False,,2016-02-04,breakout
MuZero (Res2 Adam),758.04,False,,2021-04-13,breakout
C51 noop,748.0,False,,2017-07-21,breakout
QR-DQN-1,742,False,,2017-10-27,breakout
IQN,734,False,,2018-06-14,breakout
A3C FF hs,681.9,False,,2016-02-04,breakout
A3C FF (1 day) hs,551.6,False,,2016-02-04,breakout
Reactor 500M,514.8,False,,2017-04-15,breakout
POP3D,458.41,False,,2018-07-02,breakout
A2C + SIL,452,False,,2018-06-14,breakout
Persistent AL,431.89,False,,2015-12-15,breakout
Advantage Learning,425.32,False,,2015-12-15,breakout
DDQN (tuned) noop,418.5,False,,2015-11-20,breakout
Duel hs,411.6,False,,2015-11-20,breakout
Nature DQN,401.2,False,,,breakout
DQN noop,385.5,False,,2015-09-22,breakout
Prior noop,373.9,False,,2015-11-18,breakout
MAC,372.7,False,,2017-09-01,breakout
DDQN (tuned) hs,368.9,False,,2015-09-22,breakout
Prior+Duel noop,366.0,False,,2015-11-20,breakout
UCT,364.4,False,,2012-07-19,breakout
Prior+Duel hs,354.6,False,,2015-09-22,breakout
DQN hs,354.5,False,,2015-09-22,breakout
DDRL A3C,350,False,,2018-01-09,breakout
Duel noop,345.3,False,,2015-11-20,breakout
DDQN+Pop-Art noop,344.1,False,,2016-02-24,breakout
Prior hs,343.0,False,,2015-11-18,breakout
Recurrent Rational DQN Average,336,False,,2021-02-18,breakout
Rational DQN Average,316,False,,2021-02-18,breakout
Gorila,313.0,False,,2015-07-15,breakout
NoisyNet-Dueling,263,False,,2017-06-30,breakout
DQN Best,225,False,,2013-12-19,breakout
DreamerV2,208,False,,2020-10-05,breakout
DARQN hard,20,False,,2015-12-05,breakout
CURL,18.2,False,,2020-04-08,breakout
CGP,13.2,False,,2018-06-14,breakout
Discrete Latent Space World Model (VQ-VAE),11.6,False,,2020-10-12,breakout
ES FF (1 hour) noop,9.5,False,,2017-03-10,breakout
SARSA,6.1,False,,,breakout
Best Learner,5.2,False,,2012-07-19,breakout
SAC,0.7,False,,2019-10-16,breakout
A2C + SIL,3084781.7,False,,2018-06-14,atlantis
POP3D,2193605.67,False,,2018-07-02,atlantis
MuZero,1674767.20,False,,2019-11-19,atlantis
R2D2,1620764.0,False,,2019-05-01,atlantis
Agent57,1528841.76,False,,2020-03-30,atlantis
Persistent AL,1465250,False,,2015-12-15,atlantis
ES FF (1 hour) noop,1267410.0,False,,2017-03-10,atlantis
MuZero (Res2 Adam),1137475.12,False,,2021-04-13,atlantis
DreamerV2,1005430,False,,2020-10-05,atlantis
Bootstrapped DQN,994500,False,,2016-02-15,atlantis
IQN,978200,False,,2018-06-14,atlantis
NoisyNet-Dueling,972175,False,,2017-06-30,atlantis
QR-DQN-1,971850,False,,2017-10-27,atlantis
Ape-X,944497.5,False,,2018-03-02,atlantis
A3C FF hs,911091.0,False,,2016-02-04,atlantis
A3C LSTM hs,875822.0,False,,2016-02-04,atlantis
IMPALA (deep),849967.50,False,,2018-02-05,atlantis
C51 noop,841075.0,False,,2017-07-21,atlantis
A3C FF (1 day) hs,772392.0,False,,2016-02-04,atlantis
Gorila,629166.5,False,,2015-07-15,atlantis
Advantage Learning,553591.67,False,,2015-12-15,atlantis
Duel hs,445360.0,False,,2015-11-20,atlantis
Prior+Duel hs,423252.0,False,,2015-09-22,atlantis
Prior+Duel noop,395762.0,False,,2015-11-20,atlantis
Duel noop,382572.0,False,,2015-11-20,atlantis
Prior noop,357324.0,False,,2015-11-18,atlantis
DDQN+Pop-Art noop,340076.0,False,,2016-02-24,atlantis
Prior hs,330647.0,False,,2015-11-18,atlantis
DDQN (tuned) hs,319688.0,False,,2015-09-22,atlantis
Reactor 500M,302831.0,False,,2017-04-15,atlantis
DQN hs,292491.0,False,,2015-09-22,atlantis
DQN noop,279987.0,False,,2015-09-22,atlantis
UCT,193858,False,,2012-07-19,atlantis
DDQN (tuned) noop,106056.0,False,,2015-11-20,atlantis
CGP,99240,False,,2018-06-14,atlantis
Nature DQN,85641.0,False,,,atlantis
Best Learner,62687,False,,2012-07-19,atlantis
SARSA,852.9,False,,,atlantis
Agent57,44199.93,False,,2020-03-30,solaris
Go-Explore,19671,False,,2020-04-27,solaris
CGP,8324,False,,2018-06-14,solaris
IQN,8007,False,,2018-06-14,solaris
QR-DQN-1,6740,False,,2017-10-27,solaris
NoisyNet-Dueling,6522,False,,2017-06-30,solaris
MuZero (Res2 Adam),5132.95,False,,2021-04-13,solaris
Advantage Learning,4785.16,False,,2015-12-15,solaris
R2D2,3787.2,False,,2019-05-01,solaris
RND,3282,False,,2018-10-30,solaris
Ape-X,2892.9,False,,2018-03-02,solaris
IMPALA (deep),2365.00,False,,2018-02-05,solaris
DQNMMCe,2244.6,False,,2018-07-31,solaris
DreamerV2,1036,False,,2020-10-05,solaris
MuZero,56.62,False,,2019-11-19,solaris
Go-Explore,197376,False,,2020-04-27,berzerk
MuZero,85932.60,False,,2019-11-19,berzerk
Agent57,61507.83,False,,2020-03-30,berzerk
Ape-X,57196.7,False,,2018-03-02,berzerk
R2D2,53318.7,False,,2019-05-01,berzerk
FQF,12422.2,False,,2019-11-05,berzerk
Prior+Duel noop,3409.0,False,,2015-11-20,berzerk
QR-DQN-1,3117,False,,2017-10-27,berzerk
MuZero (Res2 Adam),2705.82,False,,2021-04-13,berzerk
Reactor 500M,2303.1,False,,2017-04-15,berzerk
Prior+Duel hs,2178.6,False,,2015-09-22,berzerk
NoisyNet-Dueling,1896,False,,2017-06-30,berzerk
IMPALA (deep),1852.70,False,,2018-02-05,berzerk
C51 noop,1645.0,False,,2017-07-21,berzerk
Duel noop,1472.6,False,,2015-11-20,berzerk
A3C FF (1 day) hs,1433.4,False,,2016-02-04,berzerk
Persistent AL,1328.25,False,,2015-12-15,berzerk
Prior noop,1305.6,False,,2015-11-18,berzerk
DDQN (tuned) noop,1225.4,False,,2015-11-20,berzerk
DDQN+Pop-Art noop,1199.6,False,,2016-02-24,berzerk
CGP,1138,False,,2018-06-14,berzerk
IQN,1053,False,,2018-06-14,berzerk
DDQN (tuned) hs,1011.1,False,,2015-09-22,berzerk
Duel hs,910.6,False,,2015-11-20,berzerk
Prior hs,865.9,False,,2015-11-18,berzerk
A3C LSTM hs,862.2,False,,2016-02-04,berzerk
A3C FF hs,817.9,False,,2016-02-04,berzerk
Advantage Learning,747.26,False,,2015-12-15,berzerk
ES FF (1 hour) noop,686.0,False,,2017-03-10,berzerk
Best Baseline,670,False,,2012-07-19,berzerk
DreamerV2,660,False,,2020-10-05,berzerk
DQN noop,585.6,False,,2015-09-22,berzerk
Best Learner,501.3,False,,2012-07-19,berzerk
DQN hs,493.4,False,,2015-09-22,berzerk
Duel noop,21.0,False,,2015-11-20,pong
ES FF (1 hour) noop,21.0,False,,2017-03-10,pong
IQN,21,False,,2018-06-14,pong
MuZero,21.00,False,,2019-11-19,pong
R2D2,21.0,False,,2019-05-01,pong
NoisyNet-Dueling,21,False,,2017-06-30,pong
DQN Best,21,False,,2013-12-19,pong
QR-DQN-1,21,False,,2017-10-27,pong
UCT,21,False,,2012-07-19,pong
IMPALA (deep),20.98,False,,2018-02-05,pong
MuZero (Res2 Adam),20.95,False,,2021-04-13,pong
DDQN (tuned) noop,20.9,False,,2015-11-20,pong
Prior+Duel noop,20.9,False,,2015-11-20,pong
C51 noop,20.9,False,,2017-07-21,pong
Bootstrapped DQN,20.9,False,,2016-02-15,pong
Ape-X,20.9,False,,2018-03-02,pong
A2C + SIL,20.9,False,,2018-06-14,pong
Agent57,20.67,False,,2020-03-30,pong
Prior noop,20.6,False,,2015-11-18,pong
DDQN+Pop-Art noop,20.6,False,,2016-02-24,pong
POP3D,20.5,False,,2018-07-02,pong
Discrete Latent Space World Model (VQ-VAE),20.2,False,,2020-10-12,pong
DDRL A3C,20,False,,2018-01-09,pong
CGP,20,False,,2018-06-14,pong
Persistent AL,19.76,False,,2015-12-15,pong
Advantage Learning,19.66,False,,2015-12-15,pong
DQN noop,19.5,False,,2015-09-22,pong
DDQN (tuned) hs,19.1,False,,2015-09-22,pong
Nature DQN,18.9,False,,,pong
Prior hs,18.9,False,,2015-11-18,pong
Duel hs,18.8,False,,2015-11-20,pong
Prior+Duel hs,18.4,False,,2015-09-22,pong
Recurrent Rational DQN Average,18.13,False,,2021-02-18,pong
Rational DQN Average,18.04,False,,2021-02-18,pong
DQN hs,18.0,False,,2015-09-22,pong
DreamerV2,18,False,,2020-10-05,pong
Gorila,16.7,False,,2015-07-15,pong
A3C FF (1 day) hs,11.4,False,,2016-02-04,pong
A3C LSTM hs,10.7,False,,2016-02-04,pong
MAC,10.6,False,,2017-09-01,pong
A3C FF hs,5.6,False,,2016-02-04,pong
CURL,2.1,False,,2020-04-08,pong
SARSA,-17.4,False,,,pong
Best Learner,-19,False,,2012-07-19,pong
SAC,-20.98,False,,2019-10-16,pong
Agent57,29660.08,False,,2020-03-30,amidar
R2D2,29321.4,False,,2019-05-01,amidar
MuZero,28634.39,False,,2019-11-19,amidar
Ape-X,8659.2,False,,2018-03-02,amidar
NoisyNet-Dueling,3537,False,,2017-06-30,amidar
FQF,3165.3,False,,2019-11-05,amidar
IQN,2946,False,,2018-06-14,amidar
Duel noop,2354.5,False,,2015-11-20,amidar
Prior+Duel noop,2296.8,False,,2015-11-20,amidar
DreamerV2,2007,False,,2020-10-05,amidar
Prior noop,1838.9,False,,2015-11-18,amidar
DDQN (tuned) noop,1793.3,False,,2015-11-20,amidar
C51 noop,1735.0,False,,2017-07-21,amidar
QR-DQN-1,1641,False,,2017-10-27,amidar
Advantage Learning,1557.43,False,,2015-12-15,amidar
IMPALA (deep),1554.79,False,,2018-02-05,amidar
Persistent AL,1451.65,False,,2015-12-15,amidar
A2C + SIL,1362,False,,2018-06-14,amidar
Bootstrapped DQN,1272.5,False,,2016-02-15,amidar
MuZero (Res2 Adam),1197.38,False,,2021-04-13,amidar
Reactor 500M,1015.8,False,,2017-04-15,amidar
